task_id,family_id,template_id,novelty_fraction,length,system,success,false_accept,unknown,tokens,browser_calls,latency_ms,reused_steps,hit,verification_passed,repair_triggered,confidence,ece_bin
task_0025,family_04,template_04,1.0,12,B-LENGTH-PROPORTIONAL,1,0,0,6048,25,14976,0,0,1,0,0.5,2
task_0026,family_04,template_04,0.25,12,P-SPIDER-PARAM,0,1,0,1092,7,2454,9,0,0,1,0.89606,4
task_0026,family_04,template_04,0.25,12,B-COLD,1,0,0,6031,25,15062,0,0,1,0,0.5,2
task_0026,family_04,template_04,0.25,12,B-INSTRUCTION,1,0,0,5748,23,14256,1,0,1,0,0.5,2
task_0026,family_04,template_04,0.25,12,B-RAG-EMBED,1,0,0,1850,7,3970,9,1,1,0,0.5,2
task_0026,family_04,template_04,0.25,12,B-STAGEHAND-CACHE,1,0,0,6050,25,14980,0,0,1,0,0.5,2
task_0026,family_04,template_04,0.25,12,B-TERX-REPLAY,1,0,0,6056,25,14992,0,0,1,0,0.5,2
task_0026,family_04,template_04,0.25,12,NC1-SHUFFLED,1,0,0,5243,11,11686,0,0,1,0,0.5,2
task_0026,family_04,template_04,0.25,12,NC2-RANDOM,1,0,0,6072,25,15024,0,0,1,0,0.45,2
task_0026,family_04,template_04,0.25,12,B-LENGTH-PROPORTIONAL,1,0,0,6051,25,14982,0,0,1,0,0.5,2
task_0027,family_04,template_04,0.0,12,P-SPIDER-PARAM,1,0,0,208,1,686,12,1,1,0,0.9100999999999999,4
task_0027,family_04,template_04,0.0,12,B-COLD,1,0,0,6044,25,15088,0,0,1,0,0.5,2
task_0027,family_04,template_04,0.0,12,B-INSTRUCTION,1,0,0,5736,23,14232,1,0,1,0,0.5,2
task_0027,family_04,template_04,0.0,12,B-RAG-EMBED,1,0,0,586,3,1442,12,1,1,0,0.5,2
task_0027,family_04,template_04,0.0,12,B-STAGEHAND-CACHE,1,0,0,396,1,912,12,1,1,0,0.5,2
task_0027,family_04,template_04,0.0,12,B-TERX-REPLAY,1,0,0,413,1,946,12,1,1,0,0.5,2
task_0027,family_04,template_04,0.0,12,NC1-SHUFFLED,1,0,0,5193,11,11586,0,0,1,0,0.5,2
task_0027,family_04,template_04,0.0,12,NC2-RANDOM,0,1,0,6058,25,14996,0,0,0,0,0.45,2
task_0027,family_04,template_04,0.0,12,B-LENGTH-PROPORTIONAL,1,0,0,6061,25,15002,0,0,1,0,0.5,2
task_0028,family_04,template_04,0.5,12,P-SPIDER-PARAM,1,0,0,1795,9,3860,6,1,1,0,0.8257399999999999,4
task_0028,family_04,template_04,0.5,12,B-COLD,1,0,0,6069,25,15138,0,0,1,0,0.5,2
task_0028,family_04,template_04,0.5,12,B-INSTRUCTION,1,0,0,5760,23,14280,1,0,1,0,0.5,2
task_0028,family_04,template_04,0.5,12,B-RAG-EMBED,1,0,0,6256,25,12782,0,0,1,0,0.5,2
task_0028,family_04,template_04,0.5,12,B-STAGEHAND-CACHE,1,0,0,6044,25,14968,0,0,1,0,0.5,2
task_0028,family_04,template_04,0.5,12,B-TERX-REPLAY,1,0,0,6062,25,15004,0,0,1,0,0.5,2
task_0028,family_04,template_04,0.5,12,NC1-SHUFFLED,0,0,0,4327,11,9854,0,0,0,0,0.5,2
task_0028,family_04,template_04,0.5,12,NC2-RANDOM,0,1,0,6052,25,14984,0,0,0,0,0.45,2
task_0028,family_04,template_04,0.5,12,B-LENGTH-PROPORTIONAL,1,0,0,6061,25,15002,0,0,1,0,0.5,2
task_0029,family_04,template_04,1.0,12,P-SPIDER-PARAM,1,0,0,3439,15,7148,0,1,1,0,0.8463799999999999,4
task_0029,family_04,template_04,1.0,12,B-COLD,1,0,0,6047,25,15094,0,0,1,0,0.5,2
task_0029,family_04,template_04,1.0,12,B-INSTRUCTION,1,0,0,5738,23,14236,1,0,1,0,0.5,2
task_0029,family_04,template_04,1.0,12,B-RAG-EMBED,1,0,0,6260,25,12790,0,0,1,0,0.5,2
task_0029,family_04,template_04,1.0,12,B-STAGEHAND-CACHE,1,0,0,6056,25,14992,0,0,1,0,0.5,2
task_0029,family_04,template_04,1.0,12,B-TERX-REPLAY,1,0,0,6046,25,14972,0,0,1,0,0.5,2
task_0029,family_04,template_04,1.0,12,NC1-SHUFFLED,0,1,0,4764,11,10728,0,0,0,0,0.5,2
task_0029,family_04,template_04,1.0,12,NC2-RANDOM,0,1,0,6049,25,14978,0,0,0,0,0.45,2
task_0029,family_04,template_04,1.0,12,B-LENGTH-PROPORTIONAL,1,0,0,6064,25,15008,0,0,1,0,0.5,2
task_0030,family_05,template_05,1.0,13,P-SPIDER-PARAM,1,0,1,3392,13,7054,0,0,0,0,0.7682599999999999,3
task_0030,family_05,template_05,1.0,13,B-COLD,1,0,0,6534,27,16308,0,0,1,0,0.5,2
task_0030,family_05,template_05,1.0,13,B-INSTRUCTION,1,0,0,6263,25,15526,1,0,1,0,0.5,2
task_0030,family_05,template_05,1.0,13,B-RAG-EMBED,1,0,0,6762,27,13794,0,0,1,0,0.5,2
task_0030,family_05,template_05,1.0,13,B-STAGEHAND-CACHE,1,0,0,6552,27,16224,0,0,1,0,0.5,2
task_0030,family_05,template_05,1.0,13,B-TERX-REPLAY,1,0,0,6558,27,16236,0,0,1,0,0.5,2
task_0030,family_05,template_05,1.0,13,NC1-SHUFFLED,0,0,0,4304,11,9808,0,0,0,0,0.5,2
task_0030,family_05,template_05,1.0,13,NC2-RANDOM,0,1,0,6540,27,16200,0,0,0,0,0.45,2
task_0030,family_05,template_05,1.0,13,B-LENGTH-PROPORTIONAL,1,0,0,6549,27,16218,0,0,1,0,0.5,2
task_0031,family_05,template_05,0.75,13,P-SPIDER-PARAM,1,0,1,2606,9,5482,0,0,0,0,0.87078,4
task_0031,family_05,template_05,0.75,13,B-COLD,1,0,0,6544,27,16328,0,0,1,0,0.5,2
task_0031,family_05,template_05,0.75,13,B-INSTRUCTION,1,0,0,6247,25,15494,1,0,1,0,0.5,2
task_0031,family_05,template_05,0.75,13,B-RAG-EMBED,1,0,0,5350,21,10970,3,1,1,0,0.5,2
task_0031,family_05,template_05,0.75,13,B-STAGEHAND-CACHE,1,0,0,6546,27,16212,0,0,1,0,0.5,2
task_0031,family_05,template_05,0.75,13,B-TERX-REPLAY,1,0,0,6531,27,16182,0,0,1,0,0.5,2
task_0031,family_05,template_05,0.75,13,NC1-SHUFFLED,1,0,0,4497,11,10194,0,0,1,0,0.5,2
task_0031,family_05,template_05,0.75,13,NC2-RANDOM,0,1,0,6539,27,16198,0,0,0,0,0.45,2
task_0031,family_05,template_05,0.75,13,B-LENGTH-PROPORTIONAL,1,0,0,6542,27,16204,0,0,1,0,0.5,2
task_0032,family_05,template_05,0.0,13,P-SPIDER-PARAM,1,0,0,217,1,704,13,1,1,0,0.99,4
task_0032,family_05,template_05,0.0,13,B-COLD,1,0,0,6537,27,16314,0,0,1,0,0.5,2
task_0032,family_05,template_05,0.0,13,B-INSTRUCTION,1,0,0,6263,25,15526,1,0,1,0,0.5,2
task_0032,family_05,template_05,0.0,13,B-RAG-EMBED,1,0,0,596,3,1462,13,1,1,0,0.5,2
task_0032,family_05,template_05,0.0,13,B-STAGEHAND-CACHE,1,0,0,391,1,902,13,1,1,0,0.5,2
task_0032,family_05,template_05,0.0,13,B-TERX-REPLAY,1,0,0,411,1,942,13,1,1,0,0.5,2
task_0032,family_05,template_05,0.0,13,NC1-SHUFFLED,0,0,0,4561,11,10322,0,0,0,0,0.5,2
task_0032,family_05,template_05,0.0,13,NC2-RANDOM,1,0,0,6526,27,16172,0,0,1,0,0.45,2
task_0032,family_05,template_05,0.0,13,B-LENGTH-PROPORTIONAL,1,0,0,6539,27,16198,0,0,1,0,0.5,2
task_0033,family_05,template_05,0.25,13,P-SPIDER-PARAM,1,0,0,1027,5,2324,10,1,1,0,0.9596199999999999,4
task_0033,family_05,template_05,0.25,13,B-COLD,1,0,0,6563,27,16366,0,0,1,0,0.5,2
task_0033,family_05,template_05,0.25,13,B-INSTRUCTION,1,0,0,6231,25,15462,1,0,1,0,0.5,2
task_0033,family_05,template_05,0.25,13,B-RAG-EMBED,1,0,0,1850,7,3970,10,1,1,0,0.5,2
task_0033,family_05,template_05,0.25,13,B-STAGEHAND-CACHE,1,0,0,6550,27,16220,0,0,1,0,0.5,2
task_0033,family_05,template_05,0.25,13,B-TERX-REPLAY,1,0,0,6569,27,16258,0,0,1,0,0.5,2
task_0033,family_05,template_05,0.25,13,NC1-SHUFFLED,1,0,0,5131,11,11462,0,0,1,0,0.5,2
task_0033,family_05,template_05,0.25,13,NC2-RANDOM,1,1,0,6565,27,16250,0,0,1,0,0.45,2
task_0033,family_05,template_05,0.25,13,B-LENGTH-PROPORTIONAL,1,0,0,6548,27,16216,0,0,1,0,0.5,2
task_0034,family_05,template_05,0.0,13,P-SPIDER-PARAM,1,0,0,222,1,714,13,1,1,0,0.99,4
task_0034,family_05,template_05,0.0,13,B-COLD,1,0,0,6558,27,16356,0,0,1,0,0.5,2
task_0034,family_05,template_05,0.0,13,B-INSTRUCTION,1,0,0,6252,25,15504,1,0,1,0,0.5,2
task_0034,family_05,template_05,0.0,13,B-RAG-EMBED,1,0,0,617,3,1504,13,1,1,0,0.5,2
task_0034,family_05,template_05,0.0,13,B-STAGEHAND-CACHE,1,0,0,401,1,922,13,1,1,0,0.5,2
task_0034,family_05,template_05,0.0,13,B-TERX-REPLAY,1,0,0,409,1,938,13,1,1,0,0.5,2
task_0034,family_05,template_05,0.0,13,NC1-SHUFFLED,0,0,0,4448,11,10096,0,0,0,0,0.5,2
task_0034,family_05,template_05,0.0,13,NC2-RANDOM,1,0,0,6552,27,16224,0,0,1,0,0.45,2
task_0034,family_05,template_05,0.0,13,B-LENGTH-PROPORTIONAL,1,0,0,6560,27,16240,0,0,1,0,0.5,2
task_0035,family_05,template_05,0.5,13,P-SPIDER-PARAM,1,0,1,1853,7,3976,0,0,0,0,0.8463199999999999,4
task_0035,family_05,template_05,0.5,13,B-COLD,1,0,0,6554,27,16348,0,0,1,0,0.5,2
task_0035,family_05,template_05,0.5,13,B-INSTRUCTION,1,0,0,6263,25,15526,1,0,1,0,0.5,2
task_0035,family_05,template_05,0.5,13,B-RAG-EMBED,1,0,0,6769,27,13808,0,0,1,0,0.5,2
task_0035,family_05,template_05,0.5,13,B-STAGEHAND-CACHE,1,0,0,6535,27,16190,0,0,1,0,0.5,2
task_0035,family_05,template_05,0.5,13,B-TERX-REPLAY,1,0,0,6549,27,16218,0,0,1,0,0.5,2
task_0035,family_05,template_05,0.5,13,NC1-SHUFFLED,0,1,0,4411,11,10022,0,0,0,0,0.5,2
task_0035,family_05,template_05,0.5,13,NC2-RANDOM,0,1,0,6534,27,16188,0,0,0,0,0.45,2
task_0035,family_05,template_05,0.5,13,B-LENGTH-PROPORTIONAL,1,0,0,6548,27,16216,0,0,1,0,0.5,2
task_0036,family_06,template_06,0.0,14,P-SPIDER-PARAM,0,1,0,274,3,818,14,0,0,1,0.8973599999999999,4
task_0036,family_06,template_06,0.0,14,B-COLD,1,0,0,7060,29,17600,0,0,1,0,0.5,2
task_0036,family_06,template_06,0.0,14,B-INSTRUCTION,1,0,0,6734,27,16708,1,0,1,0,0.5,2
task_0036,family_06,template_06,0.0,14,B-RAG-EMBED,1,0,0,595,3,1460,14,1,1,0,0.5,2
task_0036,family_06,template_06,0.0,14,B-STAGEHAND-CACHE,1,0,0,395,1,910,14,1,1,0,0.5,2
task_0036,family_06,template_06,0.0,14,B-TERX-REPLAY,1,0,0,400,1,920,14,1,1,0,0.5,2
task_0036,family_06,template_06,0.0,14,NC1-SHUFFLED,1,0,0,4778,11,10756,0,0,1,0,0.5,2
task_0036,family_06,template_06,0.0,14,NC2-RANDOM,0,1,0,7046,29,17452,0,0,0,0,0.45,2
task_0036,family_06,template_06,0.0,14,B-LENGTH-PROPORTIONAL,1,0,0,7057,29,17474,0,0,1,0,0.5,2
task_0037,family_06,template_06,0.25,14,P-SPIDER-PARAM,1,0,0,1073,5,2416,10,1,1,0,0.92812,4
task_0037,family_06,template_06,0.25,14,B-COLD,1,0,0,7065,29,17610,0,0,1,0,0.5,2
task_0037,family_06,template_06,0.25,14,B-INSTRUCTION,1,0,0,6731,27,16702,1,0,1,0,0.5,2
task_0037,family_06,template_06,0.25,14,B-RAG-EMBED,1,0,0,2350,9,4970,10,1,1,0,0.5,2
task_0037,family_06,template_06,0.25,14,B-STAGEHAND-CACHE,1,0,0,7068,29,17496,0,0,1,0,0.5,2
task_0037,family_06,template_06,0.25,14,B-TERX-REPLAY,1,0,0,7044,29,17448,0,0,1,0,0.5,2
task_0037,family_06,template_06,0.25,14,NC1-SHUFFLED,1,0,0,5636,11,12472,0,0,1,0,0.5,2
task_0037,family_06,template_06,0.25,14,NC2-RANDOM,1,0,0,7047,29,17454,0,0,1,0,0.45,2
task_0037,family_06,template_06,0.25,14,B-LENGTH-PROPORTIONAL,1,0,0,7049,29,17458,0,0,1,0,0.5,2
task_0038,family_06,template_06,0.25,14,P-SPIDER-PARAM,1,0,0,1050,5,2370,10,1,1,0,0.89494,4
task_0038,family_06,template_06,0.25,14,B-COLD,1,0,0,7044,29,17568,0,0,1,0,0.5,2
task_0038,family_06,template_06,0.25,14,B-INSTRUCTION,1,0,0,6761,27,16762,1,0,1,0,0.5,2
task_0038,family_06,template_06,0.25,14,B-RAG-EMBED,1,0,0,2350,9,4970,10,1,1,0,0.5,2
task_0038,family_06,template_06,0.25,14,B-STAGEHAND-CACHE,1,0,0,7069,29,17498,0,0,1,0,0.5,2
task_0038,family_06,template_06,0.25,14,B-TERX-REPLAY,1,0,0,7053,29,17466,0,0,1,0,0.5,2
task_0038,family_06,template_06,0.25,14,NC1-SHUFFLED,0,1,0,5268,11,11736,0,0,0,0,0.5,2
task_0038,family_06,template_06,0.25,14,NC2-RANDOM,0,1,0,7035,29,17430,0,0,0,0,0.45,2
task_0038,family_06,template_06,0.25,14,B-LENGTH-PROPORTIONAL,1,0,0,7053,29,17466,0,0,1,0,0.5,2
task_0039,family_06,template_06,1.0,14,P-SPIDER-PARAM,1,0,1,3493,13,7256,0,0,0,0,0.7949999999999999,3
task_0039,family_06,template_06,1.0,14,B-COLD,1,0,0,7054,29,17588,0,0,1,0,0.5,2
task_0039,family_06,template_06,1.0,14,B-INSTRUCTION,1,0,0,6753,27,16746,1,0,1,0,0.5,2
task_0039,family_06,template_06,1.0,14,B-RAG-EMBED,1,0,0,7350,29,14970,0,1,1,0,0.5,2
task_0039,family_06,template_06,1.0,14,B-STAGEHAND-CACHE,1,0,0,7037,29,17434,0,0,1,0,0.5,2
task_0039,family_06,template_06,1.0,14,B-TERX-REPLAY,1,0,0,7057,29,17474,0,0,1,0,0.5,2
task_0039,family_06,template_06,1.0,14,NC1-SHUFFLED,0,1,0,4291,11,9782,0,0,0,0,0.5,2
task_0039,family_06,template_06,1.0,14,NC2-RANDOM,0,1,0,7044,29,17448,0,0,0,0,0.45,2
task_0039,family_06,template_06,1.0,14,B-LENGTH-PROPORTIONAL,1,0,0,7055,29,17470,0,0,1,0,0.5,2
task_0040,family_06,template_06,0.75,14,P-SPIDER-PARAM,1,0,0,2683,13,5636,4,1,1,0,0.8558,4
task_0040,family_06,template_06,0.75,14,B-COLD,1,0,0,7055,29,17590,0,0,1,0,0.5,2
task_0040,family_06,template_06,0.75,14,B-INSTRUCTION,1,0,0,6753,27,16746,1,0,1,0,0.5,2
task_0040,family_06,template_06,0.75,14,B-RAG-EMBED,1,0,0,7239,29,14748,0,0,1,0,0.5,2
task_0040,family_06,template_06,0.75,14,B-STAGEHAND-CACHE,1,0,0,7052,29,17464,0,0,1,0,0.5,2
task_0040,family_06,template_06,0.75,14,B-TERX-REPLAY,1,0,0,7043,29,17446,0,0,1,0,0.5,2
task_0040,family_06,template_06,0.75,14,NC1-SHUFFLED,0,1,0,4895,11,10990,0,0,0,0,0.5,2
task_0040,family_06,template_06,0.75,14,NC2-RANDOM,0,1,0,7053,29,17466,0,0,0,0,0.45,2
task_0040,family_06,template_06,0.75,14,B-LENGTH-PROPORTIONAL,1,0,0,7053,29,17466,0,0,1,0,0.5,2
task_0041,family_06,template_06,0.5,14,P-SPIDER-PARAM,1,0,0,1846,9,3962,7,1,1,0,0.8734799999999999,4
task_0041,family_06,template_06,0.5,14,B-COLD,1,0,0,7047,29,17574,0,0,1,0,0.5,2
task_0041,family_06,template_06,0.5,14,B-INSTRUCTION,1,0,0,6760,27,16760,1,0,1,0,0.5,2
task_0041,family_06,template_06,0.5,14,B-RAG-EMBED,1,0,0,3850,15,7970,7,1,1,0,0.5,2
task_0041,family_06,template_06,0.5,14,B-STAGEHAND-CACHE,1,0,0,7062,29,17484,0,0,1,0,0.5,2
task_0041,family_06,template_06,0.5,14,B-TERX-REPLAY,1,0,0,7043,29,17446,0,0,1,0,0.5,2
task_0041,family_06,template_06,0.5,14,NC1-SHUFFLED,0,0,0,4477,11,10154,0,0,0,0,0.5,2
task_0041,family_06,template_06,0.5,14,NC2-RANDOM,0,1,0,7037,29,17434,0,0,0,0,0.45,2
task_0041,family_06,template_06,0.5,14,B-LENGTH-PROPORTIONAL,1,0,0,7045,29,17450,0,0,1,0,0.5,2
task_0042,family_07,template_07,0.5,8,P-SPIDER-PARAM,1,0,0,1877,5,4024,4,1,1,0,0.8519199999999999,4
task_0042,family_07,template_07,0.5,8,B-COLD,1,0,0,4059,17,10158,0,0,1,0,0.5,2
task_0042,family_07,template_07,0.5,8,B-INSTRUCTION,1,0,0,3738,15,9276,1,0,1,0,0.5,2
task_0042,family_07,template_07,0.5,8,B-RAG-EMBED,1,0,0,2350,9,4970,4,1,1,0,0.5,2
task_0042,family_07,template_07,0.5,8,B-STAGEHAND-CACHE,1,0,0,4050,17,10020,0,0,1,0,0.5,2
task_0042,family_07,template_07,0.5,8,B-TERX-REPLAY,1,0,0,4047,17,10014,0,0,1,0,0.5,2
task_0042,family_07,template_07,0.5,8,NC1-SHUFFLED,0,0,0,5220,11,11640,0,0,0,0,0.5,2
task_0042,family_07,template_07,0.5,8,NC2-RANDOM,1,1,0,4066,17,10052,0,0,1,0,0.45,2
task_0042,family_07,template_07,0.5,8,B-LENGTH-PROPORTIONAL,1,0,0,4061,17,10042,0,0,1,0,0.5,2
task_0043,family_07,template_07,0.5,8,P-SPIDER-PARAM,1,0,0,1814,5,3898,4,1,1,0,0.9299,4
task_0043,family_07,template_07,0.5,8,B-COLD,1,0,0,4046,17,10132,0,0,1,0,0.5,2
task_0043,family_07,template_07,0.5,8,B-INSTRUCTION,1,0,0,3733,15,9266,1,0,1,0,0.5,2
task_0043,family_07,template_07,0.5,8,B-RAG-EMBED,1,0,0,4253,17,8776,0,0,1,0,0.5,2
task_0043,family_07,template_07,0.5,8,B-STAGEHAND-CACHE,1,0,0,4048,17,10016,0,0,1,0,0.5,2
task_0043,family_07,template_07,0.5,8,B-TERX-REPLAY,1,0,0,4063,17,10046,0,0,1,0,0.5,2
task_0043,family_07,template_07,0.5,8,NC1-SHUFFLED,0,0,0,4665,11,10530,0,0,0,0,0.5,2
task_0043,family_07,template_07,0.5,8,NC2-RANDOM,0,1,0,4040,17,10000,0,0,0,0,0.45,2
task_0043,family_07,template_07,0.5,8,B-LENGTH-PROPORTIONAL,1,0,0,4049,17,10018,0,0,1,0,0.5,2
task_0044,family_07,template_07,1.0,8,P-SPIDER-PARAM,1,0,1,3413,13,7096,0,0,0,0,0.82216,4
task_0044,family_07,template_07,1.0,8,B-COLD,1,0,0,4061,17,10162,0,0,1,0,0.5,2
task_0044,family_07,template_07,1.0,8,B-INSTRUCTION,1,0,0,3764,15,9328,1,0,1,0,0.5,2
task_0044,family_07,template_07,1.0,8,B-RAG-EMBED,1,0,0,4232,17,8734,0,0,1,0,0.5,2
task_0044,family_07,template_07,1.0,8,B-STAGEHAND-CACHE,1,0,0,4042,17,10004,0,0,1,0,0.5,2
task_0044,family_07,template_07,1.0,8,B-TERX-REPLAY,1,0,0,4050,17,10020,0,0,1,0,0.5,2
task_0044,family_07,template_07,1.0,8,NC1-SHUFFLED,0,1,0,4558,11,10316,0,0,0,0,0.5,2
task_0044,family_07,template_07,1.0,8,NC2-RANDOM,0,1,0,4058,17,10036,0,0,0,0,0.45,2
task_0044,family_07,template_07,1.0,8,B-LENGTH-PROPORTIONAL,1,0,0,4063,17,10046,0,0,1,0,0.5,2
task_0045,family_07,template_07,0.0,8,P-SPIDER-PARAM,1,0,0,260,1,790,8,1,1,0,0.96624,4
task_0045,family_07,template_07,0.0,8,B-COLD,1,0,0,4041,17,10122,0,0,1,0,0.5,2
task_0045,family_07,template_07,0.0,8,B-INSTRUCTION,1,0,0,3750,15,9300,1,0,1,0,0.5,2
task_0045,family_07,template_07,0.0,8,B-RAG-EMBED,1,0,0,586,3,1442,8,1,1,0,0.5,2
task_0045,family_07,template_07,0.0,8,B-STAGEHAND-CACHE,1,0,0,409,1,938,8,1,1,0,0.5,2
task_0045,family_07,template_07,0.0,8,B-TERX-REPLAY,1,0,0,398,1,916,8,1,1,0,0.5,2
task_0045,family_07,template_07,0.0,8,NC1-SHUFFLED,0,1,0,4424,11,10048,0,0,0,0,0.5,2
task_0045,family_07,template_07,0.0,8,NC2-RANDOM,0,1,0,4046,17,10012,0,0,0,0,0.45,2
task_0045,family_07,template_07,0.0,8,B-LENGTH-PROPORTIONAL,1,0,0,4043,17,10006,0,0,1,0,0.5,2
task_0046,family_07,template_07,0.25,8,P-SPIDER-PARAM,1,0,0,1069,3,2408,6,1,1,0,0.8516799999999999,4
task_0046,family_07,template_07,0.25,8,B-COLD,1,0,0,4037,17,10114,0,0,1,0,0.5,2
task_0046,family_07,template_07,0.25,8,B-INSTRUCTION,1,0,0,3758,15,9316,1,0,1,0,0.5,2
task_0046,family_07,template_07,0.25,8,B-RAG-EMBED,1,0,0,1350,5,2970,6,1,1,0,0.5,2
task_0046,family_07,template_07,0.25,8,B-STAGEHAND-CACHE,1,0,0,4068,17,10056,0,0,1,0,0.5,2
task_0046,family_07,template_07,0.25,8,B-TERX-REPLAY,1,0,0,4031,17,9982,0,0,1,0,0.5,2
task_0046,family_07,template_07,0.25,8,NC1-SHUFFLED,0,0,0,4941,11,11082,0,0,0,0,0.5,2
task_0046,family_07,template_07,0.25,8,NC2-RANDOM,1,1,0,4069,17,10058,0,0,1,0,0.45,2
task_0046,family_07,template_07,0.25,8,B-LENGTH-PROPORTIONAL,1,0,0,4064,17,10048,0,0,1,0,0.5,2
task_0047,family_07,template_07,0.75,8,P-SPIDER-PARAM,1,0,1,2613,9,5496,0,0,0,0,0.86392,4
task_0047,family_07,template_07,0.75,8,B-COLD,1,0,0,4066,17,10172,0,0,1,0,0.5,2
task_0047,family_07,template_07,0.75,8,B-INSTRUCTION,1,0,0,3766,15,9332,1,0,1,0,0.5,2
task_0047,family_07,template_07,0.75,8,B-RAG-EMBED,1,0,0,4265,17,8800,0,0,1,0,0.5,2
task_0047,family_07,template_07,0.75,8,B-STAGEHAND-CACHE,1,0,0,4041,17,10002,0,0,1,0,0.5,2
task_0047,family_07,template_07,0.75,8,B-TERX-REPLAY,1,0,0,4058,17,10036,0,0,1,0,0.5,2
task_0047,family_07,template_07,0.75,8,NC1-SHUFFLED,0,1,0,4589,11,10378,0,0,0,0,0.5,2
task_0047,family_07,template_07,0.75,8,NC2-RANDOM,1,1,0,4031,17,9982,0,0,1,0,0.45,2
task_0047,family_07,template_07,0.75,8,B-LENGTH-PROPORTIONAL,1,0,0,4061,17,10042,0,0,1,0,0.5,2
task_0048,family_08,template_08,0.25,9,P-SPIDER-PARAM,1,0,0,999,3,2268,7,1,1,0,0.9516399999999999,4
task_0048,family_08,template_08,0.25,9,B-COLD,1,0,0,4555,19,11390,0,0,1,0,0.5,2
task_0048,family_08,template_08,0.25,9,B-INSTRUCTION,1,0,0,4267,17,10574,1,0,1,0,0.5,2
task_0048,family_08,template_08,0.25,9,B-RAG-EMBED,1,0,0,4744,19,9758,0,0,1,0,0.5,2
task_0048,family_08,template_08,0.25,9,B-STAGEHAND-CACHE,1,0,0,4550,19,11260,0,0,1,0,0.5,2
task_0048,family_08,template_08,0.25,9,B-TERX-REPLAY,1,0,0,4538,19,11236,0,0,1,0,0.5,2
task_0048,family_08,template_08,0.25,9,NC1-SHUFFLED,0,1,0,4671,11,10542,0,0,0,0,0.5,2
task_0048,family_08,template_08,0.25,9,NC2-RANDOM,0,1,0,4572,19,11304,0,0,0,0,0.45,2
task_0048,family_08,template_08,0.25,9,B-LENGTH-PROPORTIONAL,1,0,0,4553,19,11266,0,0,1,0,0.5,2
task_0049,family_08,template_08,0.0,9,P-SPIDER-PARAM,1,0,0,691,1,1652,9,1,1,0,0.88518,4
task_0049,family_08,template_08,0.0,9,B-COLD,1,0,0,4560,19,11400,0,0,1,0,0.5,2
task_0049,family_08,template_08,0.0,9,B-INSTRUCTION,1,0,0,4264,17,10568,1,0,1,0,0.5,2
task_0049,family_08,template_08,0.0,9,B-RAG-EMBED,1,0,0,589,3,1448,9,1,1,0,0.5,2
task_0049,family_08,template_08,0.0,9,B-STAGEHAND-CACHE,1,0,0,386,1,892,9,1,1,0,0.5,2
task_0049,family_08,template_08,0.0,9,B-TERX-REPLAY,1,0,0,410,1,940,9,1,1,0,0.5,2
task_0049,family_08,template_08,0.0,9,NC1-SHUFFLED,1,0,0,5116,11,11432,0,0,1,0,0.5,2
task_0049,family_08,template_08,0.0,9,NC2-RANDOM,0,1,0,4526,19,11212,0,0,0,0,0.45,2
task_0049,family_08,template_08,0.0,9,B-LENGTH-PROPORTIONAL,1,0,0,4555,19,11270,0,0,1,0,0.5,2
task_0050,family_08,template_08,1.0,9,P-SPIDER-PARAM,1,0,0,3420,11,7110,0,1,1,0,0.8412,4
task_0050,family_08,template_08,1.0,9,B-COLD,1,0,0,4568,19,11416,0,0,1,0,0.5,2
task_0050,family_08,template_08,1.0,9,B-INSTRUCTION,1,0,0,4247,17,10534,1,0,1,0,0.5,2
task_0050,family_08,template_08,1.0,9,B-RAG-EMBED,1,0,0,4850,19,9970,0,1,1,0,0.5,2
task_0050,family_08,template_08,1.0,9,B-STAGEHAND-CACHE,1,0,0,4561,19,11282,0,0,1,0,0.5,2
task_0050,family_08,template_08,1.0,9,B-TERX-REPLAY,1,0,0,4554,19,11268,0,0,1,0,0.5,2
task_0050,family_08,template_08,1.0,9,NC1-SHUFFLED,1,0,0,5573,11,12346,0,0,1,0,0.5,2
task_0050,family_08,template_08,1.0,9,NC2-RANDOM,1,1,0,4569,19,11298,0,0,1,0,0.45,2
task_0050,family_08,template_08,1.0,9,B-LENGTH-PROPORTIONAL,1,0,0,4555,19,11270,0,0,1,0,0.5,2
task_0051,family_08,template_08,0.5,9,P-SPIDER-PARAM,1,0,0,1886,7,4042,5,1,1,0,0.9158999999999999,4
task_0051,family_08,template_08,0.5,9,B-COLD,1,0,0,4555,19,11390,0,0,1,0,0.5,2
task_0051,family_08,template_08,0.5,9,B-INSTRUCTION,1,0,0,4245,17,10530,1,0,1,0,0.5,2
task_0051,family_08,template_08,0.5,9,B-RAG-EMBED,1,0,0,4731,19,9732,0,0,1,0,0.5,2
task_0051,family_08,template_08,0.5,9,B-STAGEHAND-CACHE,1,0,0,4565,19,11290,0,0,1,0,0.5,2
task_0051,family_08,template_08,0.5,9,B-TERX-REPLAY,1,0,0,4541,19,11242,0,0,1,0,0.5,2
task_0051,family_08,template_08,0.5,9,NC1-SHUFFLED,0,0,0,5101,11,11402,0,0,0,0,0.5,2
task_0051,family_08,template_08,0.5,9,NC2-RANDOM,1,1,0,4530,19,11220,0,0,1,0,0.45,2
task_0051,family_08,template_08,0.5,9,B-LENGTH-PROPORTIONAL,1,0,0,4548,19,11256,0,0,1,0,0.5,2
