task_id,family_id,template_id,novelty_fraction,realized_novelty,length,system,success,false_accept,unknown,precision,tokens,tokens_f10,tokens_f100,per_hit,per_hit_f10,per_hit_f100,browser_calls,latency_ms,retrieval_ms,verification_ms,reused_steps,hit,verify_passed,repair_triggered,confidence,ECE_bin,wrong_bound
task_0040,family_06,template_06,0.5,0.6667,14,B-TERX-REPLAY,1,0,0,1,7050,7050,7050,500.0,500.0,500.0,29,14120,0,120,0,0,1,0,0.5,2,0
task_0040,family_06,template_06,0.5,0.6667,14,NC1-SHUFFLED,1,0,1,1,7050,7050,7050,500.0,500.0,500.0,29,14120,0,120,0,0,1,0,0.4,2,0
task_0040,family_06,template_06,0.5,0.6667,14,NC2-RANDOM,1,0,0,1,4850,4850,4760,328.57142857142856,328.57142857142856,328.57142857142856,21,9510,150,120,2,1,1,1,0.8,4,0
task_0040,family_06,template_06,0.5,0.6667,14,B-LENGTH-PROPORTIONAL,1,0,0,1,7050,7050,7050,500.0,500.0,500.0,29,14120,0,120,0,0,1,0,0.5,2,0
task_0041,family_06,template_06,0.75,0.6667,14,P-SPIDER-PARAM,1,0,1,0,7350,7350,7260,500.0,500.0,500.0,29,14270,150,120,0,0,1,0,0.06800810643310566,0,0
task_0041,family_06,template_06,0.75,0.6667,14,B-COLD,1,0,0,1,7050,7050,7050,500.0,500.0,500.0,29,14120,0,120,0,0,1,0,0.5,2,0
task_0041,family_06,template_06,0.75,0.6667,14,B-INSTRUCTION,1,0,0,1,7070,7070,7052,500.0,500.0,500.0,29,14120,0,120,0,0,1,0,0.5,2,0
task_0041,family_06,template_06,0.75,0.6667,14,B-RAG-EMBED,1,0,0,1,5000,5000,5000,339.2857142857143,339.2857142857143,339.2857142857143,24,9870,150,120,5,1,1,0,0.5,2,0
task_0041,family_06,template_06,0.75,0.6667,14,B-STAGEHAND-CACHE,1,0,0,1,7050,7050,7050,500.0,500.0,500.0,29,14120,0,120,0,0,1,0,0.5,2,0
task_0041,family_06,template_06,0.75,0.6667,14,B-TERX-REPLAY,1,0,0,1,7050,7050,7050,500.0,500.0,500.0,29,14120,0,120,0,0,1,0,0.5,2,0
task_0041,family_06,template_06,0.75,0.6667,14,NC1-SHUFFLED,1,0,1,1,7050,7050,7050,500.0,500.0,500.0,29,14120,0,120,0,0,1,0,0.4,2,0
task_0041,family_06,template_06,0.75,0.6667,14,NC2-RANDOM,1,0,0,1,3350,3350,3260,221.42857142857142,221.42857142857142,221.42857142857142,15,6510,150,120,2,1,1,1,0.8,4,0
task_0041,family_06,template_06,0.75,0.6667,14,B-LENGTH-PROPORTIONAL,1,0,0,1,7050,7050,7050,500.0,500.0,500.0,29,14120,0,120,0,0,1,0,0.5,2,0
task_0042,family_07,template_07,0.0,0.0,8,P-SPIDER-PARAM,1,0,0,1,750,750,660,50.0,50.0,50.0,9,1230,150,120,8,1,1,0,0.9808204777029943,4,0
task_0042,family_07,template_07,0.0,0.0,8,B-COLD,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0042,family_07,template_07,0.0,0.0,8,B-INSTRUCTION,1,0,0,1,4070,4070,4052,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0042,family_07,template_07,0.0,0.0,8,B-RAG-EMBED,1,0,0,1,650,650,650,50.0,50.0,50.0,9,1230,150,120,8,1,1,0,0.5,2,0
task_0042,family_07,template_07,0.0,0.0,8,B-STAGEHAND-CACHE,1,0,0,1,450,450,450,50.0,50.0,50.0,9,1080,0,120,8,1,1,0,0.5,2,0
task_0042,family_07,template_07,0.0,0.0,8,B-TERX-REPLAY,1,0,0,1,450,450,450,50.0,50.0,50.0,9,1080,0,120,8,1,1,0,0.5,2,0
task_0042,family_07,template_07,0.0,0.0,8,NC1-SHUFFLED,1,0,1,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.4,2,0
task_0042,family_07,template_07,0.0,0.0,8,NC2-RANDOM,0,1,0,0,6350,6350,6260,762.5,762.5,762.5,27,12510,150,120,2,1,0,1,0.8,4,1
task_0042,family_07,template_07,0.0,0.0,8,B-LENGTH-PROPORTIONAL,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0043,family_07,template_07,1.0,1.0,8,P-SPIDER-PARAM,1,0,1,0,4350,4350,4260,500.0,500.0,500.0,17,8270,150,120,0,0,1,0,0.0,0,0
task_0043,family_07,template_07,1.0,1.0,8,B-COLD,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0043,family_07,template_07,1.0,1.0,8,B-INSTRUCTION,1,0,0,1,4070,4070,4052,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0043,family_07,template_07,1.0,1.0,8,B-RAG-EMBED,1,0,0,1,4250,4250,4250,500.0,500.0,500.0,17,8270,150,120,0,0,1,0,0.5,2,0
task_0043,family_07,template_07,1.0,1.0,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0043,family_07,template_07,1.0,1.0,8,B-TERX-REPLAY,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0043,family_07,template_07,1.0,1.0,8,NC1-SHUFFLED,1,0,1,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.4,2,0
task_0043,family_07,template_07,1.0,1.0,8,NC2-RANDOM,1,0,0,1,5350,5350,5260,637.5,637.5,637.5,23,10510,150,120,2,1,1,1,0.8,4,0
task_0043,family_07,template_07,1.0,1.0,8,B-LENGTH-PROPORTIONAL,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0044,family_07,template_07,0.25,0.0,8,P-SPIDER-PARAM,1,0,0,1,750,750,660,50.0,50.0,50.0,9,1230,150,120,8,1,1,0,0.9645583218221059,4,0
task_0044,family_07,template_07,0.25,0.0,8,B-COLD,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0044,family_07,template_07,0.25,0.0,8,B-INSTRUCTION,1,0,0,1,4070,4070,4052,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0044,family_07,template_07,0.25,0.0,8,B-RAG-EMBED,1,0,0,1,650,650,650,50.0,50.0,50.0,9,1230,150,120,8,1,1,0,0.5,2,0
task_0044,family_07,template_07,0.25,0.0,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0044,family_07,template_07,0.25,0.0,8,B-TERX-REPLAY,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0044,family_07,template_07,0.25,0.0,8,NC1-SHUFFLED,1,0,1,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.4,2,0
task_0044,family_07,template_07,0.25,0.0,8,NC2-RANDOM,1,0,0,1,5850,5850,5760,700.0,700.0,700.0,25,11510,150,120,2,1,1,1,0.8,4,0
task_0044,family_07,template_07,0.25,0.0,8,B-LENGTH-PROPORTIONAL,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0045,family_07,template_07,0.5,1.0,8,P-SPIDER-PARAM,1,0,1,0,4350,4350,4260,500.0,500.0,500.0,17,8270,150,120,0,0,1,0,0.03187617310407986,0,0
task_0045,family_07,template_07,0.5,1.0,8,B-COLD,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0045,family_07,template_07,0.5,1.0,8,B-INSTRUCTION,1,0,0,1,4070,4070,4052,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0045,family_07,template_07,0.5,1.0,8,B-RAG-EMBED,1,0,0,1,4250,4250,4250,500.0,500.0,500.0,17,8270,150,120,0,0,1,0,0.5,2,0
task_0045,family_07,template_07,0.5,1.0,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0045,family_07,template_07,0.5,1.0,8,B-TERX-REPLAY,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0045,family_07,template_07,0.5,1.0,8,NC1-SHUFFLED,1,0,1,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.4,2,0
task_0045,family_07,template_07,0.5,1.0,8,NC2-RANDOM,1,0,0,1,5350,5350,5260,637.5,637.5,637.5,23,10510,150,120,2,1,1,1,0.8,4,0
task_0045,family_07,template_07,0.5,1.0,8,B-LENGTH-PROPORTIONAL,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0046,family_07,template_07,0.75,1.0,8,P-SPIDER-PARAM,1,0,1,0,4350,4350,4260,500.0,500.0,500.0,17,8270,150,120,0,0,1,0,0.0,0,0
task_0046,family_07,template_07,0.75,1.0,8,B-COLD,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0046,family_07,template_07,0.75,1.0,8,B-INSTRUCTION,1,0,0,1,4070,4070,4052,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0046,family_07,template_07,0.75,1.0,8,B-RAG-EMBED,1,0,0,1,4250,4250,4250,500.0,500.0,500.0,17,8270,150,120,0,0,1,0,0.5,2,0
task_0046,family_07,template_07,0.75,1.0,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0046,family_07,template_07,0.75,1.0,8,B-TERX-REPLAY,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0046,family_07,template_07,0.75,1.0,8,NC1-SHUFFLED,1,0,1,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.4,2,0
task_0046,family_07,template_07,0.75,1.0,8,NC2-RANDOM,1,0,0,1,3350,3350,3260,387.5,387.5,387.5,15,6510,150,120,2,1,1,1,0.8,4,0
task_0046,family_07,template_07,0.75,1.0,8,B-LENGTH-PROPORTIONAL,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0047,family_07,template_07,1.0,1.0,8,P-SPIDER-PARAM,1,0,1,0,4350,4350,4260,500.0,500.0,500.0,17,8270,150,120,0,0,1,0,0.007620811131496939,0,0
task_0047,family_07,template_07,1.0,1.0,8,B-COLD,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0047,family_07,template_07,1.0,1.0,8,B-INSTRUCTION,1,0,0,1,4070,4070,4052,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0047,family_07,template_07,1.0,1.0,8,B-RAG-EMBED,1,0,0,1,4250,4250,4250,500.0,500.0,500.0,17,8270,150,120,0,0,1,0,0.5,2,0
task_0047,family_07,template_07,1.0,1.0,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0047,family_07,template_07,1.0,1.0,8,B-TERX-REPLAY,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0047,family_07,template_07,1.0,1.0,8,NC1-SHUFFLED,1,0,1,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.4,2,0
task_0047,family_07,template_07,1.0,1.0,8,NC2-RANDOM,1,0,0,1,5850,5850,5760,700.0,700.0,700.0,25,11510,150,120,2,1,1,1,0.8,4,0
task_0047,family_07,template_07,1.0,1.0,8,B-LENGTH-PROPORTIONAL,1,0,0,1,4050,4050,4050,500.0,500.0,500.0,17,8120,0,120,0,0,1,0,0.5,2,0
task_0048,family_08,template_08,0.0,0.0,9,P-SPIDER-PARAM,1,0,0,1,800,800,710,50.0,50.0,50.0,10,1350,150,120,9,1,1,0,1.0,4,0
task_0048,family_08,template_08,0.0,0.0,9,B-COLD,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0048,family_08,template_08,0.0,0.0,9,B-INSTRUCTION,1,0,0,1,4570,4570,4552,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0048,family_08,template_08,0.0,0.0,9,B-RAG-EMBED,1,0,0,1,700,700,700,50.0,50.0,50.0,10,1350,150,120,9,1,1,0,0.5,2,0
task_0048,family_08,template_08,0.0,0.0,9,B-STAGEHAND-CACHE,1,0,0,1,500,500,500,50.0,50.0,50.0,10,1200,0,120,9,1,1,0,0.5,2,0
task_0048,family_08,template_08,0.0,0.0,9,B-TERX-REPLAY,1,0,0,1,500,500,500,50.0,50.0,50.0,10,1200,0,120,9,1,1,0,0.5,2,0
task_0048,family_08,template_08,0.0,0.0,9,NC1-SHUFFLED,0,1,1,0,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,0,0,0.4,2,1
task_0048,family_08,template_08,0.0,0.0,9,NC2-RANDOM,0,1,0,0,5850,5850,5760,622.2222222222222,622.2222222222222,622.2222222222222,25,11510,150,120,2,1,0,1,0.8,4,1
task_0048,family_08,template_08,0.0,0.0,9,B-LENGTH-PROPORTIONAL,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0049,family_08,template_08,0.25,0.5,9,P-SPIDER-PARAM,1,0,1,0,4850,4850,4760,500.0,500.0,500.0,19,9270,150,120,0,0,1,0,0.49605907101986496,2,0
task_0049,family_08,template_08,0.25,0.5,9,B-COLD,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0049,family_08,template_08,0.25,0.5,9,B-INSTRUCTION,1,0,0,1,4570,4570,4552,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0049,family_08,template_08,0.25,0.5,9,B-RAG-EMBED,1,0,0,1,2500,2500,2500,250.0,250.0,250.0,14,4870,150,120,5,1,1,0,0.5,2,0
task_0049,family_08,template_08,0.25,0.5,9,B-STAGEHAND-CACHE,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0049,family_08,template_08,0.25,0.5,9,B-TERX-REPLAY,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0049,family_08,template_08,0.25,0.5,9,NC1-SHUFFLED,1,0,1,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.4,2,0
task_0049,family_08,template_08,0.25,0.5,9,NC2-RANDOM,1,0,0,1,5350,5350,5260,566.6666666666666,566.6666666666666,566.6666666666666,23,10510,150,120,2,1,1,1,0.8,4,0
task_0049,family_08,template_08,0.25,0.5,9,B-LENGTH-PROPORTIONAL,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0050,family_08,template_08,0.5,0.5,9,P-SPIDER-PARAM,1,0,1,0,4850,4850,4760,500.0,500.0,500.0,19,9270,150,120,0,0,1,0,0.5181833971573744,2,0
task_0050,family_08,template_08,0.5,0.5,9,B-COLD,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0050,family_08,template_08,0.5,0.5,9,B-INSTRUCTION,1,0,0,1,4570,4570,4552,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0050,family_08,template_08,0.5,0.5,9,B-RAG-EMBED,1,0,0,1,2500,2500,2500,250.0,250.0,250.0,14,4870,150,120,5,1,1,0,0.5,2,0
task_0050,family_08,template_08,0.5,0.5,9,B-STAGEHAND-CACHE,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0050,family_08,template_08,0.5,0.5,9,B-TERX-REPLAY,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0050,family_08,template_08,0.5,0.5,9,NC1-SHUFFLED,1,0,1,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.4,2,0
task_0050,family_08,template_08,0.5,0.5,9,NC2-RANDOM,1,0,0,1,6350,6350,6260,677.7777777777778,677.7777777777778,677.7777777777778,27,12510,150,120,2,1,1,1,0.8,4,0
task_0050,family_08,template_08,0.5,0.5,9,B-LENGTH-PROPORTIONAL,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0051,family_08,template_08,0.75,1.0,9,P-SPIDER-PARAM,1,0,1,0,4850,4850,4760,500.0,500.0,500.0,19,9270,150,120,0,0,1,0,0.0,0,0
task_0051,family_08,template_08,0.75,1.0,9,B-COLD,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0051,family_08,template_08,0.75,1.0,9,B-INSTRUCTION,1,0,0,1,4570,4570,4552,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0051,family_08,template_08,0.75,1.0,9,B-RAG-EMBED,1,0,0,1,4750,4750,4750,500.0,500.0,500.0,19,9270,150,120,0,0,1,0,0.5,2,0
task_0051,family_08,template_08,0.75,1.0,9,B-STAGEHAND-CACHE,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0051,family_08,template_08,0.75,1.0,9,B-TERX-REPLAY,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0051,family_08,template_08,0.75,1.0,9,NC1-SHUFFLED,1,0,1,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.4,2,0
task_0051,family_08,template_08,0.75,1.0,9,NC2-RANDOM,1,0,0,1,5350,5350,5260,566.6666666666666,566.6666666666666,566.6666666666666,23,10510,150,120,2,1,1,1,0.8,4,0
task_0051,family_08,template_08,0.75,1.0,9,B-LENGTH-PROPORTIONAL,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0052,family_08,template_08,1.0,1.0,9,P-SPIDER-PARAM,1,0,1,0,4850,4850,4760,500.0,500.0,500.0,19,9270,150,120,0,0,1,0,0.005267813444725984,0,0
task_0052,family_08,template_08,1.0,1.0,9,B-COLD,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0052,family_08,template_08,1.0,1.0,9,B-INSTRUCTION,1,0,0,1,4570,4570,4552,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0052,family_08,template_08,1.0,1.0,9,B-RAG-EMBED,1,0,0,1,4750,4750,4750,500.0,500.0,500.0,19,9270,150,120,0,0,1,0,0.5,2,0
task_0052,family_08,template_08,1.0,1.0,9,B-STAGEHAND-CACHE,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0052,family_08,template_08,1.0,1.0,9,B-TERX-REPLAY,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0052,family_08,template_08,1.0,1.0,9,NC1-SHUFFLED,0,1,1,0,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,0,0,0.4,2,1
task_0052,family_08,template_08,1.0,1.0,9,NC2-RANDOM,0,1,0,0,4350,4350,4260,455.55555555555554,455.55555555555554,455.55555555555554,19,8510,150,120,2,1,0,1,0.8,4,1
task_0052,family_08,template_08,1.0,1.0,9,B-LENGTH-PROPORTIONAL,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0053,family_08,template_08,0.25,0.5,9,P-SPIDER-PARAM,1,0,1,0,4850,4850,4760,500.0,500.0,500.0,19,9270,150,120,0,0,1,0,0.5378083573902854,2,0
task_0053,family_08,template_08,0.25,0.5,9,B-COLD,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0053,family_08,template_08,0.25,0.5,9,B-INSTRUCTION,1,0,0,1,4570,4570,4552,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0053,family_08,template_08,0.25,0.5,9,B-RAG-EMBED,1,0,0,1,2500,2500,2500,250.0,250.0,250.0,14,4870,150,120,5,1,1,0,0.5,2,0
task_0053,family_08,template_08,0.25,0.5,9,B-STAGEHAND-CACHE,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0053,family_08,template_08,0.25,0.5,9,B-TERX-REPLAY,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0053,family_08,template_08,0.25,0.5,9,NC1-SHUFFLED,1,0,1,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.4,2,0
task_0053,family_08,template_08,0.25,0.5,9,NC2-RANDOM,1,0,0,1,3650,3650,3560,377.77777777777777,377.77777777777777,377.77777777777777,21,7230,150,120,8,1,1,1,0.8,4,0
task_0053,family_08,template_08,0.25,0.5,9,B-LENGTH-PROPORTIONAL,1,0,0,1,4550,4550,4550,500.0,500.0,500.0,19,9120,0,120,0,0,1,0,0.5,2,0
task_0054,family_09,template_09,0.0,0.0,10,P-SPIDER-PARAM,1,0,0,1,850,850,760,50.0,50.0,50.0,11,1470,150,120,10,1,1,0,0.9558374535045303,4,0
task_0054,family_09,template_09,0.0,0.0,10,B-COLD,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0054,family_09,template_09,0.0,0.0,10,B-INSTRUCTION,1,0,0,1,5070,5070,5052,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0054,family_09,template_09,0.0,0.0,10,B-RAG-EMBED,1,0,0,1,750,750,750,50.0,50.0,50.0,11,1470,150,120,10,1,1,0,0.5,2,0
task_0054,family_09,template_09,0.0,0.0,10,B-STAGEHAND-CACHE,1,0,0,1,550,550,550,50.0,50.0,50.0,11,1320,0,120,10,1,1,0,0.5,2,0
task_0054,family_09,template_09,0.0,0.0,10,B-TERX-REPLAY,1,0,0,1,550,550,550,50.0,50.0,50.0,11,1320,0,120,10,1,1,0,0.5,2,0
task_0054,family_09,template_09,0.0,0.0,10,NC1-SHUFFLED,1,0,1,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.4,2,0
task_0054,family_09,template_09,0.0,0.0,10,NC2-RANDOM,0,1,0,0,3850,3850,3760,360.0,360.0,360.0,17,7510,150,120,2,1,0,1,0.8,4,1
task_0054,family_09,template_09,0.0,0.0,10,B-LENGTH-PROPORTIONAL,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0055,family_09,template_09,0.5,0.5,10,P-SPIDER-PARAM,1,0,1,0,5350,5350,5260,500.0,500.0,500.0,21,10270,150,120,0,0,1,0,0.5072979583076186,2,0
task_0055,family_09,template_09,0.5,0.5,10,B-COLD,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0055,family_09,template_09,0.5,0.5,10,B-INSTRUCTION,1,0,0,1,5070,5070,5052,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0055,family_09,template_09,0.5,0.5,10,B-RAG-EMBED,1,0,0,1,3000,3000,3000,275.0,275.0,275.0,16,5870,150,120,5,1,1,0,0.5,2,0
task_0055,family_09,template_09,0.5,0.5,10,B-STAGEHAND-CACHE,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0055,family_09,template_09,0.5,0.5,10,B-TERX-REPLAY,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0055,family_09,template_09,0.5,0.5,10,NC1-SHUFFLED,1,0,1,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.4,2,0
task_0055,family_09,template_09,0.5,0.5,10,NC2-RANDOM,1,0,0,1,4850,4850,4760,460.0,460.0,460.0,21,9510,150,120,2,1,1,1,0.8,4,0
task_0055,family_09,template_09,0.5,0.5,10,B-LENGTH-PROPORTIONAL,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0056,family_09,template_09,0.75,1.0,10,P-SPIDER-PARAM,1,0,1,0,5350,5350,5260,500.0,500.0,500.0,21,10270,150,120,0,0,1,0,0.006213154969278374,0,0
task_0056,family_09,template_09,0.75,1.0,10,B-COLD,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0056,family_09,template_09,0.75,1.0,10,B-INSTRUCTION,1,0,0,1,5070,5070,5052,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0056,family_09,template_09,0.75,1.0,10,B-RAG-EMBED,1,0,0,1,5250,5250,5250,500.0,500.0,500.0,21,10270,150,120,0,0,1,0,0.5,2,0
task_0056,family_09,template_09,0.75,1.0,10,B-STAGEHAND-CACHE,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0056,family_09,template_09,0.75,1.0,10,B-TERX-REPLAY,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0056,family_09,template_09,0.75,1.0,10,NC1-SHUFFLED,1,0,1,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.4,2,0
task_0056,family_09,template_09,0.75,1.0,10,NC2-RANDOM,1,0,0,1,4000,4000,3910,375.0,375.0,375.0,20,7870,150,120,5,1,1,1,0.8,4,0
task_0056,family_09,template_09,0.75,1.0,10,B-LENGTH-PROPORTIONAL,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0057,family_09,template_09,1.0,1.0,10,P-SPIDER-PARAM,1,0,1,0,5350,5350,5260,500.0,500.0,500.0,21,10270,150,120,0,0,1,0,0.0,0,0
task_0057,family_09,template_09,1.0,1.0,10,B-COLD,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0057,family_09,template_09,1.0,1.0,10,B-INSTRUCTION,1,0,0,1,5070,5070,5052,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0057,family_09,template_09,1.0,1.0,10,B-RAG-EMBED,1,0,0,1,5250,5250,5250,500.0,500.0,500.0,21,10270,150,120,0,0,1,0,0.5,2,0
task_0057,family_09,template_09,1.0,1.0,10,B-STAGEHAND-CACHE,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
task_0057,family_09,template_09,1.0,1.0,10,B-TERX-REPLAY,1,0,0,1,5050,5050,5050,500.0,500.0,500.0,21,10120,0,120,0,0,1,0,0.5,2,0
