task_id,family_id,template_id,novelty_fraction,realized_novelty,length,system,success,false_accept,unknown,precision,tokens,tokens_f10,per_hit,browser_calls,latency_ms,retrieval_ms,verification_ms,reused_steps,hit,verify_passed,repair_triggered,confidence,ECE_bin,wrong_bound,probeHit,etagMatched,ttlValid,auditorBlocked,curatedFlag,frontierHit,frontierCrossFamilyAdoption,retrieval_hit,retrieval_use_hit,frontier_use_hit,provenanceHash,qcr_jaccard,frontier_jaccard
task_0033,family_05,template_05,1.0,1.0,13,NC2-RANDOM,1,0,0,1,6550,6550,500.0,27,13120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0033,family_05,template_05,1.0,1.0,13,NC3-LENGTH,1,0,0,1,6550,6550,500.0,27,13120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0033,family_05,template_05,1.0,1.0,13,NC4-ABLATION,1,0,0,1,7200,7200,550.0,27,1680,0,120,13,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0034,family_05,template_05,0.25,0.5,13,P-SPIDER-MEA,1,0,0,1,1160,1160,61.53846153846154,17,1950,150,120,13,1,1,0,0.99,4,0,0,0,0,0,1,1,0,1,1,1,b8058c69187e2d90,0.5952380952380952,1.0
task_0034,family_05,template_05,0.25,0.5,13,B-COLD,1,0,0,1,6550,6550,503.84615384615387,27,13120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.5952380952380952,0.0
task_0034,family_05,template_05,0.25,0.5,13,B-RAG-EMBED,1,0,0,1,3600,3600,261.53846153846155,21,7110,150,120,7,1,1,0,0.99,4,0,0,0,0,0,0,0,0,1,1,0,,0.5952380952380952,0.0
task_0034,family_05,template_05,0.25,0.5,13,B-STAGEHAND-CACHE,1,0,0,1,6550,6550,503.84615384615387,27,13120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,1,0,0,,0.5952380952380952,0.0
task_0034,family_05,template_05,0.25,0.5,13,B-TERX-REPLAY,1,0,0,1,6550,6550,503.84615384615387,27,13120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,1,0,0,,0.5952380952380952,0.0
task_0034,family_05,template_05,0.25,0.5,13,NC1-SHUFFLED,0,0,1,1,6550,6550,500.0,27,13120,0,120,0,0,1,0,0.01,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0
task_0034,family_05,template_05,0.25,0.5,13,NC2-RANDOM,1,0,0,1,6550,6550,500.0,27,13120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0034,family_05,template_05,0.25,0.5,13,NC3-LENGTH,1,0,0,1,6550,6550,500.0,27,13120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0034,family_05,template_05,0.25,0.5,13,NC4-ABLATION,1,0,0,1,7200,7200,550.0,27,1680,0,120,13,1,1,0,0.9504,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0035,family_05,template_05,0.5,0.5,13,P-SPIDER-MEA,1,0,1,1,1120,1120,58.46153846153846,17,1860,150,30,13,0,0,0,0.01,0,1,1,1,1,1,1,1,0,1,0,0,04a61f3514915b2b,0.541025641025641,0.9230769230769231
task_0035,family_05,template_05,0.5,0.5,13,B-COLD,1,0,0,1,6550,6550,503.84615384615387,27,13120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.541025641025641,0.0
task_0035,family_05,template_05,0.5,0.5,13,B-RAG-EMBED,1,0,0,1,3600,3600,261.53846153846155,21,7110,150,120,7,1,1,0,0.99,4,0,0,0,0,0,0,0,0,1,1,0,,0.541025641025641,0.0
task_0035,family_05,template_05,0.5,0.5,13,B-STAGEHAND-CACHE,1,0,0,1,6550,6550,503.84615384615387,27,13120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,1,0,0,,0.541025641025641,0.0
task_0035,family_05,template_05,0.5,0.5,13,B-TERX-REPLAY,1,0,0,1,6550,6550,503.84615384615387,27,13120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,1,0,0,,0.541025641025641,0.0
task_0035,family_05,template_05,0.5,0.5,13,NC1-SHUFFLED,0,0,1,1,6550,6550,500.0,27,13120,0,120,0,0,1,0,0.01,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0
task_0035,family_05,template_05,0.5,0.5,13,NC2-RANDOM,1,0,0,1,6550,6550,500.0,27,13120,0,120,0,0,1,0,0.984,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0035,family_05,template_05,0.5,0.5,13,NC3-LENGTH,1,0,0,1,6550,6550,500.0,27,13120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0035,family_05,template_05,0.5,0.5,13,NC4-ABLATION,0,1,0,0,7200,7200,550.0,27,1680,0,120,13,1,0,0,0.0106,0,1,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0036,family_06,template_06,0.0,0.0,14,P-SPIDER-MEA,1,0,0,1,1210,1210,60.714285714285715,18,2070,150,120,14,1,1,0,0.9797,4,0,0,0,0,0,1,1,0,1,1,1,a3f3f04e97ef1663,0.75,1.0
task_0036,family_06,template_06,0.0,0.0,14,B-COLD,1,0,0,1,7050,7050,503.57142857142856,29,14120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.75,0.0
task_0036,family_06,template_06,0.0,0.0,14,B-RAG-EMBED,1,0,0,1,950,950,53.57142857142857,16,1950,150,120,14,1,1,0,0.99,4,0,0,0,0,0,0,0,0,1,1,0,,0.75,0.0
task_0036,family_06,template_06,0.0,0.0,14,B-STAGEHAND-CACHE,1,0,0,1,750,750,53.57142857142857,15,1800,0,120,14,1,1,0,0.99,4,0,0,0,0,0,0,0,0,1,1,0,,0.75,0.0
task_0036,family_06,template_06,0.0,0.0,14,B-TERX-REPLAY,1,0,0,1,750,750,53.57142857142857,15,1800,0,120,14,1,1,0,0.99,4,0,0,0,0,0,0,0,0,1,1,0,,0.75,0.0
task_0036,family_06,template_06,0.0,0.0,14,NC1-SHUFFLED,0,0,1,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.01,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0
task_0036,family_06,template_06,0.0,0.0,14,NC2-RANDOM,1,0,0,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.9629,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0036,family_06,template_06,0.0,0.0,14,NC3-LENGTH,1,0,0,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0036,family_06,template_06,0.0,0.0,14,NC4-ABLATION,0,1,0,0,7750,7750,550.0,29,1800,0,120,14,1,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0037,family_06,template_06,0.75,0.6667,14,P-SPIDER-MEA,1,0,0,1,1170,1170,57.857142857142854,18,1980,150,30,14,1,1,0,0.99,4,0,1,1,1,0,1,1,0,1,1,1,8652c7daf295ac22,0.6833333333333333,1.0
task_0037,family_06,template_06,0.75,0.6667,14,B-COLD,1,0,0,1,7050,7050,503.57142857142856,29,14120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.6833333333333333,0.0
task_0037,family_06,template_06,0.75,0.6667,14,B-RAG-EMBED,1,0,0,1,5000,5000,342.85714285714283,25,9870,150,120,5,1,1,0,0.99,4,0,0,0,0,0,0,0,0,1,1,0,,0.6833333333333333,0.0
task_0037,family_06,template_06,0.75,0.6667,14,B-STAGEHAND-CACHE,1,0,0,1,7050,7050,503.57142857142856,29,14120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,1,0,0,,0.6833333333333333,0.0
task_0037,family_06,template_06,0.75,0.6667,14,B-TERX-REPLAY,1,0,0,1,7050,7050,503.57142857142856,29,14120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,1,0,0,,0.6833333333333333,0.0
task_0037,family_06,template_06,0.75,0.6667,14,NC1-SHUFFLED,0,0,1,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.01,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0
task_0037,family_06,template_06,0.75,0.6667,14,NC2-RANDOM,1,0,0,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0037,family_06,template_06,0.75,0.6667,14,NC3-LENGTH,1,0,0,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0037,family_06,template_06,0.75,0.6667,14,NC4-ABLATION,1,0,0,1,7750,7750,550.0,29,1800,0,120,14,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0038,family_06,template_06,1.0,1.0,14,P-SPIDER-MEA,1,0,1,1,1170,1170,57.857142857142854,18,1980,150,30,14,0,0,0,0.01,0,1,1,1,1,1,1,1,0,1,0,0,ad9d98e271b1a798,0.6333333333333333,0.8666666666666667
task_0038,family_06,template_06,1.0,1.0,14,B-COLD,1,0,0,1,7050,7050,503.57142857142856,29,14120,0,120,0,0,1,0,0.9695,4,0,0,0,0,0,0,0,0,0,0,0,,0.6333333333333333,0.0
task_0038,family_06,template_06,1.0,1.0,14,B-RAG-EMBED,1,0,0,1,7250,7250,503.57142857142856,30,14270,150,120,0,0,1,0,0.9695,4,0,0,0,0,0,0,0,0,1,0,0,,0.6333333333333333,0.0
task_0038,family_06,template_06,1.0,1.0,14,B-STAGEHAND-CACHE,1,0,0,1,7050,7050,503.57142857142856,29,14120,0,120,0,0,1,0,0.9695,4,0,0,0,0,0,0,0,0,1,0,0,,0.6333333333333333,0.0
task_0038,family_06,template_06,1.0,1.0,14,B-TERX-REPLAY,1,0,0,1,7050,7050,503.57142857142856,29,14120,0,120,0,0,1,0,0.9695,4,0,0,0,0,0,0,0,0,1,0,0,,0.6333333333333333,0.0
task_0038,family_06,template_06,1.0,1.0,14,NC1-SHUFFLED,0,0,1,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.01,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0
task_0038,family_06,template_06,1.0,1.0,14,NC2-RANDOM,1,0,0,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0038,family_06,template_06,1.0,1.0,14,NC3-LENGTH,1,0,0,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0038,family_06,template_06,1.0,1.0,14,NC4-ABLATION,0,1,0,0,7750,7750,550.0,29,1800,0,120,14,1,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0039,family_06,template_06,0.25,0.3333,14,P-SPIDER-MEA,1,0,0,1,1210,1210,60.714285714285715,18,2070,150,120,14,1,1,0,0.99,4,0,0,0,0,0,1,1,0,1,1,1,f57699f6770f0780,0.7,1.0
task_0039,family_06,template_06,0.25,0.3333,14,B-COLD,1,0,0,1,7050,7050,503.57142857142856,29,14120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.7,0.0
task_0039,family_06,template_06,0.25,0.3333,14,B-RAG-EMBED,1,0,0,1,3200,3200,214.28571428571428,21,6350,150,120,9,1,1,0,0.99,4,0,0,0,0,0,0,0,0,1,1,0,,0.7,0.0
task_0039,family_06,template_06,0.25,0.3333,14,B-STAGEHAND-CACHE,1,0,0,1,7050,7050,503.57142857142856,29,14120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,1,0,0,,0.7,0.0
task_0039,family_06,template_06,0.25,0.3333,14,B-TERX-REPLAY,1,0,0,1,7050,7050,503.57142857142856,29,14120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,1,0,0,,0.7,0.0
task_0039,family_06,template_06,0.25,0.3333,14,NC1-SHUFFLED,0,0,1,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.01,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0
task_0039,family_06,template_06,0.25,0.3333,14,NC2-RANDOM,1,0,0,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0039,family_06,template_06,0.25,0.3333,14,NC3-LENGTH,1,0,0,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0039,family_06,template_06,0.25,0.3333,14,NC4-ABLATION,1,0,0,1,7750,7750,550.0,29,1800,0,120,14,1,1,0,0.978,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0040,family_06,template_06,0.5,0.6667,14,P-SPIDER-MEA,1,0,0,1,1170,1170,57.857142857142854,18,1980,150,30,14,1,1,0,0.9819,4,0,1,1,1,0,1,1,0,1,1,1,351c0c9b2f0d01e2,0.65,1.0
task_0040,family_06,template_06,0.5,0.6667,14,B-COLD,1,0,0,1,7050,7050,503.57142857142856,29,14120,0,120,0,0,1,0,0.9613,4,0,0,0,0,0,0,0,0,0,0,0,,0.65,0.0
task_0040,family_06,template_06,0.5,0.6667,14,B-RAG-EMBED,1,0,0,1,5000,5000,342.85714285714283,25,9870,150,120,5,1,1,0,0.9613,4,0,0,0,0,0,0,0,0,1,1,0,,0.65,0.0
task_0040,family_06,template_06,0.5,0.6667,14,B-STAGEHAND-CACHE,1,0,0,1,7050,7050,503.57142857142856,29,14120,0,120,0,0,1,0,0.9613,4,0,0,0,0,0,0,0,0,1,0,0,,0.65,0.0
task_0040,family_06,template_06,0.5,0.6667,14,B-TERX-REPLAY,1,0,0,1,7050,7050,503.57142857142856,29,14120,0,120,0,0,1,0,0.9613,4,0,0,0,0,0,0,0,0,1,0,0,,0.65,0.0
task_0040,family_06,template_06,0.5,0.6667,14,NC1-SHUFFLED,0,0,1,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.01,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0
task_0040,family_06,template_06,0.5,0.6667,14,NC2-RANDOM,1,0,0,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0040,family_06,template_06,0.5,0.6667,14,NC3-LENGTH,1,0,0,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0040,family_06,template_06,0.5,0.6667,14,NC4-ABLATION,1,0,0,1,7750,7750,550.0,29,1800,0,120,14,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0041,family_06,template_06,0.75,0.6667,14,P-SPIDER-MEA,1,0,0,1,1210,1210,60.714285714285715,18,2070,150,120,14,1,1,0,0.99,4,0,0,0,0,0,1,1,0,1,1,1,a5f8c0a609cb9ff6,0.6071428571428572,0.9285714285714286
task_0041,family_06,template_06,0.75,0.6667,14,B-COLD,1,0,0,1,7050,7050,503.57142857142856,29,14120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.6071428571428572,0.0
task_0041,family_06,template_06,0.75,0.6667,14,B-RAG-EMBED,1,0,0,1,5000,5000,342.85714285714283,25,9870,150,120,5,1,1,0,0.99,4,0,0,0,0,0,0,0,0,1,1,0,,0.6071428571428572,0.0
task_0041,family_06,template_06,0.75,0.6667,14,B-STAGEHAND-CACHE,1,0,0,1,7050,7050,503.57142857142856,29,14120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,1,0,0,,0.6071428571428572,0.0
task_0041,family_06,template_06,0.75,0.6667,14,B-TERX-REPLAY,1,0,0,1,7050,7050,503.57142857142856,29,14120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,1,0,0,,0.6071428571428572,0.0
task_0041,family_06,template_06,0.75,0.6667,14,NC1-SHUFFLED,0,0,1,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.0156,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0
task_0041,family_06,template_06,0.75,0.6667,14,NC2-RANDOM,1,0,0,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.9565,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0041,family_06,template_06,0.75,0.6667,14,NC3-LENGTH,1,0,0,1,7050,7050,500.0,29,14120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0041,family_06,template_06,0.75,0.6667,14,NC4-ABLATION,0,1,0,0,7750,7750,550.0,29,1800,0,120,14,1,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0042,family_07,template_07,0.0,0.0,8,P-SPIDER-MEA,1,0,0,1,910,910,68.75,12,1350,150,120,8,1,1,0,0.9572,4,0,0,0,0,0,1,1,0,1,1,1,b900ad86fcfe5b2a,0.5,1.0
task_0042,family_07,template_07,0.0,0.0,8,B-COLD,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.5,0.0
task_0042,family_07,template_07,0.0,0.0,8,B-RAG-EMBED,1,0,0,1,650,650,56.25,10,1230,150,120,8,1,1,0,0.99,4,0,0,0,0,0,0,0,0,1,1,0,,0.5,0.0
task_0042,family_07,template_07,0.0,0.0,8,B-STAGEHAND-CACHE,1,0,0,1,450,450,56.25,9,1080,0,120,8,1,1,0,0.99,4,0,0,0,0,0,0,0,0,1,1,0,,0.5,0.0
task_0042,family_07,template_07,0.0,0.0,8,B-TERX-REPLAY,1,0,0,1,450,450,56.25,9,1080,0,120,8,1,1,0,0.99,4,0,0,0,0,0,0,0,0,1,1,0,,0.5,0.0
task_0042,family_07,template_07,0.0,0.0,8,NC1-SHUFFLED,0,0,1,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.01,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0
task_0042,family_07,template_07,0.0,0.0,8,NC2-RANDOM,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0042,family_07,template_07,0.0,0.0,8,NC3-LENGTH,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0042,family_07,template_07,0.0,0.0,8,NC4-ABLATION,1,0,0,1,4450,4450,550.0,17,1080,0,120,8,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0043,family_07,template_07,1.0,1.0,8,P-SPIDER-MEA,1,0,0,1,910,910,68.75,12,1350,150,120,8,1,1,0,0.99,4,0,0,0,0,0,1,1,0,1,1,1,34f2f7a988f203ee,0.4,0.8
task_0043,family_07,template_07,1.0,1.0,8,B-COLD,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.4,0.0
task_0043,family_07,template_07,1.0,1.0,8,B-RAG-EMBED,1,0,0,1,4250,4250,506.25,18,8270,150,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,1,0,0,,0.4,0.0
task_0043,family_07,template_07,1.0,1.0,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,1,0,0,,0.4,0.0
task_0043,family_07,template_07,1.0,1.0,8,B-TERX-REPLAY,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,1,0,0,,0.4,0.0
task_0043,family_07,template_07,1.0,1.0,8,NC1-SHUFFLED,0,0,1,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.0191,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0
task_0043,family_07,template_07,1.0,1.0,8,NC2-RANDOM,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.9507,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0043,family_07,template_07,1.0,1.0,8,NC3-LENGTH,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0043,family_07,template_07,1.0,1.0,8,NC4-ABLATION,0,1,0,0,4450,4450,550.0,17,1080,0,120,8,1,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0044,family_07,template_07,0.25,0.0,8,P-SPIDER-MEA,1,0,0,1,870,870,63.75,12,1260,150,30,8,1,1,0,0.9813,4,0,1,1,1,0,1,1,0,1,1,1,6e1b372a5515db2a,0.5,1.0
task_0044,family_07,template_07,0.25,0.0,8,B-COLD,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9728,4,0,0,0,0,0,0,0,0,0,0,0,,0.5,0.0
task_0044,family_07,template_07,0.25,0.0,8,B-RAG-EMBED,1,0,0,1,650,650,56.25,10,1230,150,120,8,1,1,0,0.9728,4,0,0,0,0,0,0,0,0,1,1,0,,0.5,0.0
task_0044,family_07,template_07,0.25,0.0,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9728,4,0,0,0,0,0,0,0,0,1,0,0,,0.5,0.0
task_0044,family_07,template_07,0.25,0.0,8,B-TERX-REPLAY,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9728,4,0,0,0,0,0,0,0,0,1,0,0,,0.5,0.0
task_0044,family_07,template_07,0.25,0.0,8,NC1-SHUFFLED,0,0,1,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.01,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0
task_0044,family_07,template_07,0.25,0.0,8,NC2-RANDOM,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0044,family_07,template_07,0.25,0.0,8,NC3-LENGTH,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0044,family_07,template_07,0.25,0.0,8,NC4-ABLATION,1,0,0,1,4450,4450,550.0,17,1080,0,120,8,1,1,0,0.9687,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0045,family_07,template_07,0.5,1.0,8,P-SPIDER-MEA,1,0,1,1,870,870,63.75,12,1260,150,30,8,0,0,0,0.0341,0,1,1,1,1,1,1,1,0,1,0,0,a5dbf04881cfe8e4,0.4,0.8
task_0045,family_07,template_07,0.5,1.0,8,B-COLD,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.4,0.0
task_0045,family_07,template_07,0.5,1.0,8,B-RAG-EMBED,1,0,0,1,4250,4250,506.25,18,8270,150,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,1,0,0,,0.4,0.0
task_0045,family_07,template_07,0.5,1.0,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,1,0,0,,0.4,0.0
task_0045,family_07,template_07,0.5,1.0,8,B-TERX-REPLAY,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,1,0,0,,0.4,0.0
task_0045,family_07,template_07,0.5,1.0,8,NC1-SHUFFLED,0,0,1,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.0139,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0
task_0045,family_07,template_07,0.5,1.0,8,NC2-RANDOM,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0045,family_07,template_07,0.5,1.0,8,NC3-LENGTH,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0045,family_07,template_07,0.5,1.0,8,NC4-ABLATION,1,0,0,1,4450,4450,550.0,17,1080,0,120,8,1,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0046,family_07,template_07,0.75,1.0,8,P-SPIDER-MEA,1,0,0,1,870,870,63.75,12,1260,150,30,8,1,1,0,0.99,4,0,1,1,1,0,1,1,0,1,1,1,64670cb8e0fc7c60,0.4,0.8
task_0046,family_07,template_07,0.75,1.0,8,B-COLD,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9504,4,0,0,0,0,0,0,0,0,0,0,0,,0.4,0.0
task_0046,family_07,template_07,0.75,1.0,8,B-RAG-EMBED,1,0,0,1,4250,4250,506.25,18,8270,150,120,0,0,1,0,0.9504,4,0,0,0,0,0,0,0,0,1,0,0,,0.4,0.0
task_0046,family_07,template_07,0.75,1.0,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9504,4,0,0,0,0,0,0,0,0,1,0,0,,0.4,0.0
task_0046,family_07,template_07,0.75,1.0,8,B-TERX-REPLAY,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9504,4,0,0,0,0,0,0,0,0,1,0,0,,0.4,0.0
task_0046,family_07,template_07,0.75,1.0,8,NC1-SHUFFLED,0,0,1,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.0365,0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0
task_0046,family_07,template_07,0.75,1.0,8,NC2-RANDOM,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.99,4,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0046,family_07,template_07,0.75,1.0,8,NC3-LENGTH,1,0,0,1,4050,4050,500.0,17,8120,0,120,0,0,1,0,0.55,2,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0046,family_07,template_07,0.75,1.0,8,NC4-ABLATION,0,1,0,0,4450,4450,550.0,17,1080,0,120,8,1,0,0,0.01,0,1,0,0,0,0,0,0,0,0,0,0,,0.0,0.0
task_0047,family_07,template_07,1.0,1.0,8,P-SPIDER-MEA,1,0,1,1,870,870,63.75,12,1260,150,30,8,0,0,0,0.0391,0,1,1,1,1,1,1,1,0,1,0,0,d5dfb7c44dc54a70,0.35,0.7
task_0047,family_07,template_07,1.0,1.0,8,B-COLD,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9684,4,0,0,0,0,0,0,0,0,0,0,0,,0.35,0.0
task_0047,family_07,template_07,1.0,1.0,8,B-RAG-EMBED,1,0,0,1,4250,4250,506.25,18,8270,150,120,0,0,1,0,0.9684,4,0,0,0,0,0,0,0,0,1,0,0,,0.35,0.0
task_0047,family_07,template_07,1.0,1.0,8,B-STAGEHAND-CACHE,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9684,4,0,0,0,0,0,0,0,0,1,0,0,,0.35,0.0
task_0047,family_07,template_07,1.0,1.0,8,B-TERX-REPLAY,1,0,0,1,4050,4050,506.25,17,8120,0,120,0,0,1,0,0.9684,4,0,0,0,0,0,0,0,0,1,0,0,,0.35,0.0
