task_id,novelty_fraction,system,success,false_accept,tokens,browser_calls,latency_ms,reused_steps,unknown,hit
task_0.50_14,0.5,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.50_14,0.5,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.50_15,0.5,SPIDER,1,0,3250,26,24290.0,0.0,0,0
task_0.50_15,0.5,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.50_15,0.5,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.50_15,0.5,B-RAG,0,0,5200,41,59750.0,0,0,0
task_0.50_15,0.5,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.50_15,0.5,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.50_16,0.5,SPIDER,1,0,2750,22,18970.0,0.5,0,0
task_0.50_16,0.5,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.50_16,0.5,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.50_16,0.5,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.50_16,0.5,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.50_16,0.5,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.50_17,0.5,SPIDER,1,0,2750,22,18970.0,0.5,0,0
task_0.50_17,0.5,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.50_17,0.5,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.50_17,0.5,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.50_17,0.5,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.50_17,0.5,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.50_18,0.5,SPIDER,1,0,2750,22,18970.0,0.5,0,0
task_0.50_18,0.5,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.50_18,0.5,B-INSTRUCTIONS,0,0,4700,36,48280.0,0,0,0
task_0.50_18,0.5,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.50_18,0.5,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.50_18,0.5,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.50_19,0.5,SPIDER,1,0,2750,22,18970.0,0.5,0,0
task_0.50_19,0.5,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.50_19,0.5,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.50_19,0.5,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.50_19,0.5,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.50_19,0.5,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_00,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_00,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_00,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_00,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_00,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_00,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_01,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_01,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_01,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_01,0.75,B-RAG,0,0,5200,41,59750.0,0,0,0
task_0.75_01,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_01,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_02,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_02,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_02,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_02,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_02,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_02,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_03,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_03,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_03,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_03,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_03,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_03,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_04,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_04,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_04,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_04,0.75,B-RAG,1,1,5200,41,59750.0,0,0,0
task_0.75_04,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_04,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_05,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_05,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_05,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_05,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_05,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_05,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_06,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_06,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_06,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_06,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_06,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_06,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_07,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_07,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_07,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_07,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_07,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_07,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_08,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_08,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_08,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_08,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_08,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_08,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_09,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_09,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_09,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_09,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_09,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_09,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_10,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_10,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_10,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_10,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_10,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_10,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_11,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_11,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_11,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_11,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_11,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_11,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_12,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_12,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_12,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_12,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_12,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_12,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_13,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_13,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_13,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_13,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_13,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_13,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_14,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_14,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_14,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_14,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_14,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_14,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_15,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_15,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_15,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_15,0.75,B-RAG,0,0,5200,41,59750.0,0,0,0
task_0.75_15,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_15,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_16,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_16,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_16,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_16,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_16,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_16,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_17,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_17,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_17,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_17,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_17,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_17,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_18,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_18,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_18,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_18,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_18,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_18,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_0.75_19,0.75,SPIDER,1,0,5200,40,58550.0,0,1,0
task_0.75_19,0.75,B-COLD,1,0,5000,40,58000.0,0,0,0
task_0.75_19,0.75,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_0.75_19,0.75,B-RAG,1,0,5200,41,59750.0,0,0,0
task_0.75_19,0.75,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_0.75_19,0.75,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_00,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_00,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_00,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_00,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_00,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_00,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_01,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_01,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_01,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_01,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_01,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_01,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_02,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_02,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_02,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_02,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_02,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_02,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_03,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_03,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_03,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_03,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_03,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_03,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_04,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_04,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_04,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_04,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_04,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_04,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_05,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_05,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_05,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_05,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_05,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_05,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_06,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_06,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_06,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_06,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_06,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_06,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_07,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_07,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_07,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_07,1.0,B-RAG,0,0,5200,41,59750.0,0,0,0
task_1.00_07,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_07,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_08,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_08,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_08,1.0,B-INSTRUCTIONS,0,0,4700,36,48280.0,0,0,0
task_1.00_08,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_08,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_08,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_09,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_09,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_09,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_09,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_09,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_09,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_10,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_10,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_10,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_10,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_10,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_10,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_11,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_11,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_11,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_11,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_11,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_11,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_12,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_12,1.0,B-COLD,0,0,5000,40,58000.0,0,0,0
task_1.00_12,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_12,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_12,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_12,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_13,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_13,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_13,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_13,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_13,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_13,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_14,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_14,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_14,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_14,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_14,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_14,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_15,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_15,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_15,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_15,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_15,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_15,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_16,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_16,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_16,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_16,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_16,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_16,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_17,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_17,1.0,B-COLD,0,0,5000,40,58000.0,0,0,0
task_1.00_17,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_17,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_17,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_17,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_18,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_18,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_18,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_18,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_18,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_18,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
task_1.00_19,1.0,SPIDER,1,0,5200,40,58550.0,0,1,0
task_1.00_19,1.0,B-COLD,1,0,5000,40,58000.0,0,0,0
task_1.00_19,1.0,B-INSTRUCTIONS,1,0,4700,36,48280.0,0,0,0
task_1.00_19,1.0,B-RAG,1,0,5200,41,59750.0,0,0,0
task_1.00_19,1.0,B-REPLAY-TERX,1,0,5500,44,60400.0,0,0,0
task_1.00_19,1.0,B-LENGTH-PROPORTIONAL,1,0,5000,40,58000.0,0,0,0
PC1_exact_repeat_REPLAY,0.0,PC-B-REPLAY-TERX,1,0,50,2,220.0,1.0,0,1
PC1_exact_repeat_SPIDER,0.0,PC-SPIDER,1,0,250,2,770.0,1.0,0,0
task_0.00_00,0.0,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.00_00,0.0,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.00_01,0.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.00_01,0.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.00_02,0.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.00_02,0.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.00_03,0.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.00_03,0.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.00_04,0.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.00_04,0.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.00_05,0.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.00_05,0.0,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.00_06,0.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.00_06,0.0,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.00_07,0.0,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.00_07,0.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.00_08,0.0,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_0.00_08,0.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.00_09,0.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.00_09,0.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.00_10,0.0,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_0.00_10,0.0,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.00_11,0.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.00_11,0.0,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.00_12,0.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.00_12,0.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.00_13,0.0,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.00_13,0.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.00_14,0.0,NC1-SHUFFLE,1,1,5750,46,63570.0,0,0,0
task_0.00_14,0.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.00_15,0.0,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_0.00_15,0.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.00_16,0.0,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_0.00_16,0.0,NC2-RANDOM,0,1,5750,46,63570.0,0,0,0
task_0.00_17,0.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.00_17,0.0,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.00_18,0.0,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.00_18,0.0,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.00_19,0.0,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_0.00_19,0.0,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.25_00,0.25,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.25_00,0.25,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.25_01,0.25,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.25_01,0.25,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.25_02,0.25,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.25_02,0.25,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
task_0.25_03,0.25,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.25_03,0.25,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.25_04,0.25,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.25_04,0.25,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.25_05,0.25,NC1-SHUFFLE,0,0,5750,46,63570.0,0,0,0
task_0.25_05,0.25,NC2-RANDOM,0,0,5750,46,63570.0,0,0,0
task_0.25_06,0.25,NC1-SHUFFLE,1,0,5750,46,63570.0,0,0,0
task_0.25_06,0.25,NC2-RANDOM,1,1,5750,46,63570.0,0,0,0
